Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density,Cluster
Australia,2006,January,Saturday,Night,Rural,Highway,Clear,387.8461458,4,116,26-40,Male,0.233429059,0,Moderate,2,0,Moderate,4,4,41.78163291,9530.322035,Dry,Distracted Driving,5,27186.84947,8077.162379,Europe,3759.811331,3
Germany,2005,February,Friday,Night,Rural,Street,Foggy,233.3220884,4,87,<18,Female,0.035427781,0,Good,0,0,Minor,17,2,51.51817448,8302.208064,Wet,Speeding,1,33498.26328,19993.23011,Europe,3011.09949,3
Canada,2006,May,Friday,Night,Rural,Main Road,Rainy,154.454432,2,51,<18,Female,0.214012157,0,Moderate,2,1,Moderate,8,1,14.03039035,3181.674586,Icy,Distracted Driving,2,31779.04841,54356.18078,South America,4937.493626,2
Russia,2021,March,Tuesday,Night,Urban,Main Road,Snowy,314.6191561,4,53,26-40,Female,0.145538171,1,Poor,1,2,Moderate,16,3,51.34185944,7113.422671,Wet,Mechanical Failure,2,35806.22978,8982.654321,North America,49.16868692,3
Russia,2003,September,Saturday,Afternoon,Urban,Main Road,Windy,127.6453476,3,78,41-60,Female,0.020362789,0,Poor,2,2,Minor,13,4,5.698082175,4814.809652,Snow-covered,Weather,0,42556.57198,26284.90808,Asia,4416.052215,3
Canada,2004,January,Sunday,Afternoon,Rural,Main Road,Rainy,442.1414053,2,101,61+,Male,0.172713098,1,Poor,0,1,Minor,16,4,41.94429061,855.6822867,Icy,Mechanical Failure,0,25677.95764,56425.44605,North America,3569.316104,2
Canada,2001,May,Sunday,Afternoon,Rural,Street,Rainy,154.8241566,4,35,<18,Female,0.172147661,1,Moderate,0,1,Moderate,17,0,56.0416002,2704.929027,Wet,Drunk Driving,4,35443.70134,51129.40614,North America,84.62248657,4
Japan,2012,April,Thursday,Evening,Urban,Highway,Windy,145.5110203,4,96,18-25,Male,0.154560568,0,Moderate,1,2,Moderate,12,4,42.20854967,6475.057646,Icy,Speeding,5,25276.1147,83663.29651,South America,543.5912873,3
Australia,2007,March,Monday,Evening,Urban,Main Road,Foggy,294.3094579,4,68,18-25,Female,0.238602379,1,Good,1,1,Moderate,17,1,26.93694679,7731.670607,Dry,Distracted Driving,0,49762.72119,80242.00991,North America,276.8176182,4
Canada,2022,March,Wednesday,Night,Urban,Highway,Rainy,275.0485304,4,64,18-25,Female,0.039213899,0,Poor,1,1,Severe,19,1,46.57447993,4204.211576,Dry,Drunk Driving,3,32441.62107,18329.13567,South America,1317.084806,4
China,2021,February,Saturday,Evening,Rural,Highway,Snowy,141.2893386,2,48,61+,Male,0.177128884,1,Good,0,1,Minor,14,4,56.21486572,3595.354411,Dry,Mechanical Failure,3,47164.00015,70964.07823,North America,3661.023073,2
USA,2018,October,Thursday,Morning,Rural,Main Road,Foggy,260.056501,4,40,61+,Male,0.127332906,1,Good,2,0,Severe,18,4,52.64010697,370.4931916,Wet,Distracted Driving,0,33781.51914,12011.24069,South America,4390.053308,2
USA,2003,September,Thursday,Afternoon,Rural,Main Road,Foggy,267.5553701,1,32,26-40,Female,0.052445904,0,Good,2,1,Minor,15,1,28.66108486,887.973292,Dry,Drunk Driving,8,38195.16486,83973.7597,Asia,785.0355886,2
China,2023,May,Sunday,Night,Urban,Highway,Clear,343.7056316,2,76,26-40,Female,0.228889188,1,Moderate,1,1,Minor,14,2,10.09939669,2939.920989,Icy,Speeding,7,44164.61076,15371.41466,Asia,87.64739978,2
Japan,2022,November,Friday,Evening,Rural,Highway,Clear,184.9115665,3,30,18-25,Female,0.055880428,0,Poor,2,2,Moderate,14,0,27.34307132,185.218363,Snow-covered,Drunk Driving,1,49844.33368,55632.89699,North America,2803.426921,2
UK,2022,March,Sunday,Morning,Urban,Street,Rainy,240.9377099,2,115,<18,Male,0.243623585,0,Moderate,1,1,Moderate,0,1,55.02381523,5120.812931,Icy,Distracted Driving,8,36116.05156,70273.59229,North America,3727.199455,0
Brazil,2015,July,Saturday,Morning,Urban,Highway,Rainy,68.44364898,3,73,61+,Male,0.081588848,0,Good,1,0,Severe,4,0,34.49064381,8788.821975,Icy,Speeding,1,39004.85532,84282.42237,Australia,3541.817946,0
Germany,2019,December,Monday,Night,Rural,Main Road,Windy,173.5122937,1,34,61+,Male,0.204946026,1,Poor,1,2,Moderate,2,2,37.66493362,7511.247,Dry,Speeding,3,24268.85062,32490.30068,North America,4748.391957,0
Brazil,2016,August,Monday,Night,Rural,Main Road,Clear,97.30190389,3,63,18-25,Male,0.15763841,1,Moderate,0,2,Moderate,19,3,22.2003031,6252.888916,Dry,Speeding,1,43573.88921,1637.981118,Asia,1834.822245,3
Brazil,2023,December,Wednesday,Evening,Rural,Highway,Windy,243.8201441,1,55,18-25,Female,0.016748097,1,Good,2,0,Severe,14,1,46.77532356,9311.245517,Dry,Weather,5,7815.637508,2129.225638,South America,85.80941012,4
Germany,2016,August,Tuesday,Afternoon,Urban,Highway,Clear,116.5367707,3,111,<18,Female,0.216925752,0,Poor,0,2,Severe,17,2,46.05883068,9375.055514,Icy,Drunk Driving,5,23298.45835,69811.55919,Asia,1893.358105,3
Australia,2002,January,Wednesday,Night,Rural,Highway,Windy,75.37819178,1,77,61+,Male,0.095519716,0,Good,1,2,Severe,9,2,53.75846393,2361.253332,Snow-covered,Weather,9,33301.24725,17802.55706,North America,2678.254839,2
Brazil,2021,December,Sunday,Night,Urban,Highway,Clear,384.8090544,1,46,<18,Male,0.086590868,0,Good,1,1,Minor,0,2,49.65445498,1397.684549,Wet,Distracted Driving,5,14313.18019,59487.05569,Australia,2169.953533,1
China,2019,December,Sunday,Morning,Rural,Highway,Snowy,492.7915794,3,31,<18,Male,0.153575223,1,Poor,1,1,Minor,19,1,13.99592735,3888.469758,Snow-covered,Mechanical Failure,8,13320.74156,47056.09984,South America,2206.021877,4
USA,2004,April,Friday,Night,Rural,Street,Clear,456.1718021,4,76,18-25,Male,0.04677444,1,Poor,1,1,Moderate,6,0,24.24899128,112.2866473,Dry,Speeding,5,26361.23534,98487.52127,Australia,4302.236987,2
China,2023,December,Tuesday,Morning,Rural,Highway,Windy,368.317845,2,32,61+,Male,0.230598592,1,Good,2,2,Moderate,15,3,48.39862555,652.4846333,Snow-covered,Drunk Driving,2,23658.39529,30056.65891,South America,4889.388756,2
India,2021,December,Sunday,Morning,Rural,Street,Rainy,160.5667629,3,60,41-60,Male,0.073164647,0,Good,1,1,Moderate,4,1,21.13604366,6925.771021,Snow-covered,Weather,9,15961.76188,21176.77716,Australia,2347.462705,0
Australia,2000,January,Thursday,Evening,Urban,Highway,Rainy,392.2716999,1,68,61+,Female,0.223698525,1,Poor,1,2,Moderate,11,4,59.49514248,3594.690768,Dry,Drunk Driving,4,7044.649089,70164.90255,Asia,823.9144195,1
Germany,2006,July,Saturday,Evening,Rural,Main Road,Foggy,138.5261173,4,53,41-60,Female,0.178966122,0,Moderate,2,1,Minor,0,1,52.55141088,9142.218696,Wet,Speeding,0,48525.6232,12862.23415,South America,2775.523812,0
China,2013,October,Wednesday,Morning,Urban,Street,Clear,194.4684071,2,36,18-25,Male,0.186558156,0,Moderate,2,2,Severe,10,2,57.81367872,1968.243944,Snow-covered,Drunk Driving,7,27719.81295,45365.45864,Asia,1679.732328,2
USA,2020,February,Sunday,Evening,Rural,Main Road,Rainy,240.217112,1,82,61+,Male,0.184307681,1,Moderate,2,2,Moderate,19,0,54.44321443,5371.949018,Icy,Mechanical Failure,7,33985.07619,83993.58468,South America,928.1460451,4
Germany,2021,May,Friday,Night,Rural,Highway,Clear,118.4878481,2,102,61+,Male,0.049754694,0,Poor,2,0,Severe,2,3,35.14778551,9589.505063,Icy,Drunk Driving,1,44470.08829,94022.83656,North America,4652.908694,3
Germany,2011,May,Sunday,Night,Urban,Highway,Rainy,134.8325238,2,58,<18,Male,0.133526437,1,Poor,0,2,Moderate,11,0,53.82784428,8657.255771,Dry,Drunk Driving,8,27441.4883,17895.08978,North America,1308.682253,0
USA,2014,August,Monday,Night,Urban,Street,Snowy,492.7211716,1,39,61+,Male,0.185593828,0,Poor,2,1,Minor,13,0,57.56086017,6135.240767,Icy,Weather,4,22476.28476,14430.71747,Australia,105.6141788,4
Russia,2010,June,Tuesday,Morning,Rural,Main Road,Clear,182.8899322,2,93,41-60,Male,0.247582407,0,Poor,1,0,Moderate,7,3,56.57321541,1690.877699,Wet,Speeding,5,20947.92892,69068.71085,Australia,3827.139083,1
Australia,2006,February,Wednesday,Afternoon,Urban,Main Road,Snowy,219.3627514,2,54,<18,Male,0.228642048,0,Poor,1,1,Minor,16,4,21.56241976,5251.707871,Dry,Speeding,2,43205.13512,57020.03386,Asia,2462.478075,3
India,2008,October,Thursday,Night,Rural,Highway,Snowy,355.1100192,2,64,18-25,Male,0.218666051,1,Good,1,0,Minor,7,2,41.46502719,4262.960491,Wet,Weather,1,42655.79567,30852.15477,North America,69.20091091,2
India,2017,September,Thursday,Night,Rural,Street,Clear,143.9021044,2,111,41-60,Female,0.006392544,0,Good,1,1,Minor,17,2,29.18897818,2621.538122,Dry,Speeding,4,35039.94596,24220.51072,Europe,4477.721036,2
Brazil,2007,June,Wednesday,Night,Urban,Main Road,Clear,214.9078793,3,67,<18,Female,0.143642841,1,Good,2,1,Severe,17,4,39.5649076,5634.532623,Icy,Mechanical Failure,8,45745.22593,59905.56434,South America,3211.063866,3
USA,2002,March,Wednesday,Morning,Rural,Street,Clear,284.7592411,2,78,26-40,Female,0.179412539,1,Poor,2,0,Severe,6,0,52.9114797,5981.049313,Snow-covered,Weather,7,17507.97333,19292.92137,North America,1140.274954,0
Canada,2001,March,Thursday,Evening,Rural,Main Road,Snowy,295.3542473,2,93,<18,Male,0.160093021,1,Moderate,1,2,Minor,2,0,20.60171924,4434.619584,Wet,Mechanical Failure,1,41168.637,54305.9909,North America,1297.305567,0
UK,2006,April,Monday,Night,Urban,Highway,Windy,438.163303,1,30,26-40,Female,0.051750176,0,Poor,2,1,Severe,16,1,49.50553178,8891.670339,Icy,Drunk Driving,3,10240.2938,78415.13463,Australia,3956.246359,4
Russia,2001,October,Tuesday,Morning,Urban,Highway,Windy,474.7879726,3,108,18-25,Female,0.152354133,0,Moderate,2,2,Severe,6,3,59.68636249,8815.671994,Icy,Distracted Driving,0,28913.00196,54460.6246,Asia,16.3991556,3
Germany,2000,January,Tuesday,Afternoon,Urban,Street,Foggy,455.5430514,3,86,18-25,Female,0.221207002,0,Poor,1,1,Minor,19,1,56.83687297,5019.853879,Dry,Weather,8,34818.34555,36539.6563,Asia,2627.145043,4
Brazil,2013,June,Tuesday,Morning,Urban,Main Road,Snowy,371.5022813,3,80,26-40,Female,0.129173843,1,Moderate,0,2,Severe,11,0,24.43982886,2055.351806,Icy,Drunk Driving,5,23587.78559,57938.82441,Australia,1164.861119,4
USA,2002,July,Saturday,Morning,Urban,Main Road,Foggy,377.6700768,1,97,18-25,Female,0.068866586,0,Good,2,0,Moderate,1,2,22.33381585,1597.572076,Dry,Distracted Driving,8,10629.58677,73531.27728,Asia,3246.6115,1
Russia,2005,March,Wednesday,Evening,Rural,Main Road,Rainy,302.9505899,3,38,61+,Male,0.202333913,1,Good,1,1,Moderate,14,3,32.65383386,7861.728468,Icy,Drunk Driving,0,19919.50985,78206.43371,North America,2499.519612,3
UK,2005,May,Tuesday,Night,Urban,Street,Windy,377.2506364,3,101,<18,Female,0.047009357,1,Moderate,2,2,Moderate,1,4,23.62600239,6539.669696,Snow-covered,Distracted Driving,5,22482.4933,32981.84213,Asia,3980.043977,1
Germany,2002,September,Sunday,Night,Rural,Main Road,Clear,242.7326232,2,107,61+,Female,0.184011681,0,Good,1,1,Minor,0,4,17.47513101,3985.551422,Icy,Distracted Driving,3,40706.0373,15711.35241,Australia,4165.940441,2
Japan,2008,November,Sunday,Morning,Urban,Highway,Clear,410.9056813,2,55,18-25,Female,0.056897675,1,Poor,0,1,Moderate,12,0,17.45738124,7691.747619,Wet,Weather,3,19436.50474,93735.50507,North America,2348.195598,4
Canada,2020,March,Sunday,Afternoon,Rural,Main Road,Foggy,226.1022347,2,116,61+,Male,0.210910969,0,Poor,1,2,Moderate,9,3,12.58700003,6257.10559,Snow-covered,Mechanical Failure,6,44837.6835,60727.54768,Australia,4877.487519,3
Australia,2002,April,Tuesday,Evening,Urban,Highway,Foggy,348.7128847,1,40,26-40,Male,0.2138988,1,Poor,1,2,Moderate,0,2,36.69203255,290.9249621,Icy,Distracted Driving,8,45032.34918,79052.65143,Asia,3577.010507,2
Russia,2015,August,Tuesday,Morning,Rural,Street,Windy,389.1253005,3,111,41-60,Female,0.248773361,0,Good,0,1,Moderate,13,3,24.28936275,2050.143975,Dry,Drunk Driving,8,18147.56798,11569.98698,Asia,2734.431233,1
Japan,2017,March,Sunday,Afternoon,Rural,Main Road,Snowy,110.2088168,2,89,<18,Female,0.185164026,1,Moderate,0,1,Moderate,17,4,57.24930581,2451.027015,Dry,Mechanical Failure,7,17253.78491,41835.70733,Europe,3388.741456,1
Japan,2024,August,Tuesday,Morning,Rural,Main Road,Rainy,203.399517,4,108,26-40,Male,0.065607292,0,Poor,1,2,Minor,6,0,9.447210093,4084.44363,Icy,Weather,0,48985.01336,91998.64335,Asia,4782.912271,2
Brazil,2006,April,Saturday,Evening,Rural,Highway,Snowy,163.0714008,1,55,61+,Male,0.018798519,0,Poor,0,2,Minor,1,1,58.06082913,4796.589719,Wet,Distracted Driving,8,41799.99745,90763.06771,Asia,4773.373137,0
Japan,2011,February,Friday,Afternoon,Urban,Highway,Snowy,464.9676879,2,53,18-25,Male,0.100636309,1,Moderate,2,1,Minor,15,4,57.97750741,8316.254916,Icy,Weather,6,8404.749922,6125.476986,North America,2271.345154,3
UK,2008,October,Wednesday,Night,Urban,Main Road,Foggy,227.5890261,3,46,18-25,Male,0.040243153,1,Moderate,0,2,Severe,2,3,36.33567274,9016.127586,Wet,Drunk Driving,8,40612.32653,74895.67511,Europe,2977.007725,0
Canada,2007,August,Friday,Night,Rural,Highway,Clear,293.116229,2,52,26-40,Male,0.167409452,1,Good,1,1,Severe,12,0,24.92848261,3479.558451,Wet,Speeding,7,18564.10086,9608.530413,Asia,197.5326816,4
Canada,2016,March,Monday,Afternoon,Rural,Street,Foggy,362.4798799,1,102,26-40,Female,0.011253454,1,Moderate,2,1,Severe,5,4,27.62136734,4435.672925,Wet,Drunk Driving,3,26578.03857,43401.85372,Europe,2116.902374,1
Australia,2016,January,Monday,Morning,Urban,Main Road,Foggy,401.9063665,4,109,61+,Female,0.189987901,1,Good,1,2,Minor,12,2,54.62761641,4277.677391,Icy,Speeding,4,31139.20069,62612.84704,Europe,4618.485622,2
Japan,2013,April,Wednesday,Night,Rural,Main Road,Clear,216.0056597,1,59,<18,Male,0.175405062,1,Poor,1,1,Moderate,13,2,7.437480311,6344.798524,Dry,Weather,2,14488.18307,30049.34573,South America,319.5785875,4
Brazil,2001,October,Thursday,Morning,Urban,Highway,Snowy,346.9887904,4,72,41-60,Male,0.239443689,1,Good,0,2,Moderate,3,2,56.34367794,1310.992658,Icy,Drunk Driving,0,30525.1269,14695.57937,South America,2884.813885,2
Japan,2018,June,Monday,Night,Rural,Highway,Rainy,437.651783,3,75,41-60,Female,0.244403134,1,Moderate,2,1,Severe,18,0,33.50958569,7901.00916,Wet,Mechanical Failure,0,14859.44826,7089.276119,South America,2682.12589,4
Japan,2024,April,Tuesday,Evening,Urban,Highway,Rainy,423.4836668,2,117,<18,Male,0.163001398,0,Good,1,1,Moderate,0,3,30.70680401,9240.624529,Dry,Drunk Driving,3,17633.10848,85427.68547,Australia,1766.362612,0
Canada,2008,February,Saturday,Night,Rural,Street,Snowy,113.1722838,2,37,26-40,Male,0.012552463,0,Good,2,2,Moderate,9,2,7.395204377,7625.181061,Dry,Weather,2,20364.13584,59293.27694,Australia,2861.597247,3
Germany,2017,November,Tuesday,Night,Urban,Street,Rainy,452.0623912,2,107,18-25,Female,0.21993327,1,Poor,1,0,Severe,9,0,24.24771281,2525.315635,Snow-covered,Weather,5,45683.55641,18649.77681,South America,971.4382496,2
Australia,2007,October,Sunday,Afternoon,Rural,Main Road,Rainy,84.99853456,1,88,41-60,Male,0.030034741,0,Good,0,0,Moderate,14,1,11.0548047,1707.537829,Icy,Mechanical Failure,0,1961.695383,9051.24653,North America,1919.245941,4
USA,2014,June,Wednesday,Evening,Urban,Main Road,Clear,291.4431157,3,64,<18,Male,0.024587458,1,Moderate,1,1,Severe,3,4,20.06007074,3140.306044,Wet,Speeding,4,48798.22755,47285.53308,Asia,3870.17559,2
Australia,2010,November,Thursday,Night,Urban,Highway,Windy,140.720307,2,72,<18,Female,0.018526101,0,Moderate,1,2,Severe,16,4,25.97929253,3969.510582,Snow-covered,Weather,2,43631.82177,79041.44169,North America,1024.932647,2
Canada,2011,September,Saturday,Morning,Rural,Street,Snowy,459.1758749,4,70,<18,Female,0.010519846,0,Moderate,0,1,Minor,8,2,15.88974593,1418.337516,Wet,Mechanical Failure,5,6767.063839,55719.96276,South America,1407.965266,1
Germany,2013,December,Friday,Evening,Rural,Highway,Snowy,170.5153265,1,47,61+,Female,0.076248572,1,Good,2,1,Severe,16,4,42.69336436,4063.630611,Snow-covered,Mechanical Failure,4,8802.800955,55032.07425,Asia,4412.659497,1
Australia,2006,February,Wednesday,Night,Rural,Street,Windy,68.49719346,3,67,26-40,Male,0.087514875,0,Moderate,0,2,Moderate,6,1,6.217129247,8092.476996,Dry,Mechanical Failure,3,1378.274041,75561.20012,Asia,1486.973568,0
India,2012,August,Tuesday,Morning,Urban,Highway,Snowy,104.8953598,2,68,26-40,Male,0.192412159,0,Moderate,1,0,Severe,17,4,51.39298179,9407.339301,Snow-covered,Mechanical Failure,0,3700.517265,60626.03017,Australia,4041.225479,3
USA,2000,August,Thursday,Morning,Urban,Main Road,Windy,168.667209,3,117,61+,Male,0.216118712,1,Moderate,0,2,Minor,2,3,58.14092678,847.5255279,Wet,Drunk Driving,8,1343.75774,96969.13104,North America,4101.712669,1
Japan,2023,December,Thursday,Evening,Urban,Street,Snowy,154.4665331,2,64,61+,Male,0.023107736,1,Good,1,2,Moderate,6,2,11.32353863,1462.492187,Icy,Weather,6,44476.53991,41418.44789,Europe,2733.179188,2
USA,2003,November,Saturday,Afternoon,Rural,Street,Snowy,449.3820407,4,98,61+,Female,0.081942846,1,Moderate,2,1,Minor,0,3,5.521070247,6267.351775,Snow-covered,Distracted Driving,5,19070.56431,8538.925501,South America,2763.159614,1
USA,2012,August,Sunday,Night,Rural,Main Road,Clear,184.6030802,2,51,26-40,Female,0.161423058,1,Good,2,2,Minor,19,4,20.15538672,648.0466843,Wet,Distracted Driving,0,15831.747,60121.6781,South America,409.7706623,1
Japan,2020,June,Monday,Evening,Urban,Main Road,Clear,255.42105,4,108,<18,Female,0.147719253,1,Moderate,2,2,Moderate,9,4,11.99141878,7363.977068,Dry,Drunk Driving,1,28185.17854,62573.59184,Europe,3096.935184,3
Germany,2002,December,Tuesday,Evening,Rural,Main Road,Snowy,151.8890076,3,82,26-40,Female,0.046336778,1,Good,1,0,Moderate,18,4,17.11570598,7006.729293,Wet,Drunk Driving,1,30582.68407,43918.24164,South America,2318.887842,3
Germany,2006,July,Thursday,Night,Urban,Main Road,Rainy,467.2007207,2,95,<18,Female,0.110986402,1,Good,1,2,Moderate,6,2,19.83638344,1079.404712,Dry,Mechanical Failure,4,20206.14365,77263.58849,North America,2071.035955,1
India,2006,August,Wednesday,Night,Urban,Street,Windy,411.8002572,3,113,41-60,Male,0.122623594,0,Good,0,1,Moderate,19,2,28.14100139,7784.662909,Icy,Drunk Driving,1,29121.15926,38529.00326,North America,1854.672272,4
Australia,2002,April,Wednesday,Afternoon,Rural,Street,Foggy,442.2781453,1,65,<18,Female,0.129101771,0,Good,0,2,Minor,4,1,34.14196482,3434.144674,Snow-covered,Weather,7,47970.5203,60369.54398,Asia,3297.125586,2
UK,2003,February,Monday,Morning,Urban,Street,Rainy,326.825811,4,40,18-25,Male,0.012193578,0,Moderate,0,2,Severe,11,3,39.09782481,6580.196846,Wet,Mechanical Failure,3,5549.14283,46108.82513,North America,1274.752259,1
Japan,2001,February,Wednesday,Evening,Urban,Main Road,Rainy,237.9467716,3,118,61+,Male,0.084079473,1,Moderate,2,0,Minor,13,1,50.97729632,829.0975404,Snow-covered,Mechanical Failure,0,45017.84894,2268.157043,North America,821.6095645,2
Russia,2002,May,Sunday,Evening,Urban,Main Road,Windy,221.7028095,2,107,41-60,Male,0.062889827,1,Moderate,0,1,Severe,6,4,59.6816219,8145.097899,Dry,Distracted Driving,8,28814.54097,96748.55466,North America,125.9918536,3
Japan,2019,August,Monday,Morning,Rural,Main Road,Clear,367.4047654,4,44,41-60,Male,0.126110202,0,Good,1,0,Minor,17,2,12.67908573,3218.109959,Wet,Mechanical Failure,2,49274.06089,59414.31615,Asia,1897.448071,2
UK,2014,November,Sunday,Night,Rural,Street,Snowy,221.9276329,2,43,61+,Female,0.048278484,1,Moderate,1,2,Minor,3,0,43.70905702,6503.489375,Icy,Mechanical Failure,9,25019.51417,98186.83011,North America,2315.151239,0
Japan,2007,April,Saturday,Afternoon,Urban,Main Road,Clear,377.383723,3,72,41-60,Female,0.05036051,1,Moderate,0,0,Severe,18,0,56.71468653,5889.670457,Icy,Weather,7,24800.22928,39690.47335,North America,3746.136895,4
Russia,2020,October,Saturday,Night,Rural,Main Road,Foggy,377.6626089,4,91,41-60,Male,0.106786238,0,Moderate,2,2,Minor,15,3,7.833229425,9190.432863,Wet,Distracted Driving,3,23397.06042,77612.38403,Australia,3003.601282,3
China,2002,February,Monday,Night,Urban,Main Road,Clear,105.8568681,1,94,41-60,Female,0.247222302,1,Moderate,2,0,Moderate,15,3,27.08074386,3419.483063,Dry,Distracted Driving,0,25943.56585,69954.33601,Europe,1297.056619,2
UK,2015,July,Wednesday,Afternoon,Urban,Main Road,Clear,285.0907985,3,65,41-60,Male,0.016230043,1,Moderate,0,0,Minor,7,1,16.24120777,6299.560158,Wet,Speeding,8,10354.86978,72252.26777,Asia,1436.584562,0
India,2013,November,Wednesday,Morning,Urban,Main Road,Clear,252.981934,1,93,<18,Female,0.079249641,0,Poor,2,1,Severe,19,4,21.8213987,5851.804343,Wet,Weather,6,15352.0293,20166.25058,Australia,2729.675166,3
India,2019,November,Saturday,Afternoon,Urban,Main Road,Snowy,428.5417598,1,81,<18,Female,0.144402398,1,Good,2,1,Moderate,17,1,10.49361025,4941.886806,Dry,Weather,1,35265.80234,45195.70282,Europe,708.7579817,4
Germany,2023,August,Saturday,Morning,Urban,Main Road,Rainy,455.0841345,1,118,41-60,Male,0.127812996,1,Poor,1,0,Moderate,19,4,49.00290421,4047.729333,Dry,Mechanical Failure,1,12142.13129,45131.6664,Europe,2624.643895,3
Australia,2002,March,Wednesday,Morning,Urban,Highway,Rainy,456.3196635,3,59,41-60,Female,0.248117696,1,Good,1,0,Minor,7,3,38.23275596,5631.567886,Icy,Speeding,0,31536.07623,28051.04954,Australia,1567.308053,3
USA,2016,April,Friday,Afternoon,Urban,Street,Windy,445.7379146,1,45,41-60,Male,0.196983954,1,Good,0,1,Moderate,11,2,18.79492864,9456.475981,Icy,Distracted Driving,6,39004.14171,5868.648321,North America,4377.112633,3
India,2012,June,Wednesday,Evening,Urban,Highway,Windy,294.504998,2,36,41-60,Male,0.171640903,0,Good,2,1,Minor,16,1,44.5392829,8116.671963,Dry,Distracted Driving,8,5904.904167,9627.876832,Australia,804.6977053,4
